r,sram_mib,tensor_cores,total_time_ms,effective_tflops,router_time_ms,up_gate_x512_time_ms,down_x512_time_ms
1.999877270535287e-08,1.9152777221396995e-05,4625.0,2438.6855393882356,2.0394479109494625,12.634312784313725,1617.1920363921568,808.8591902117647
2.078383818579755e-08,1.9904632571357614e-05,4625.0,2438.6855393882356,2.0394479109494625,12.634312784313725,1617.1920363921568,808.8591902117647
2.159972194782717e-08,2.0686002516550602e-05,4625.0,2438.6855393882356,2.0394479109494625,12.634312784313725,1617.1920363921568,808.8591902117647
2.2447633784132237e-08,2.1498045672568365e-05,4625.0,2303.941467356863,2.158723300585323,12.634312784313725,1617.1920363921568,674.1151181803923
2.3328830978641584e-08,2.234196613724969e-05,4625.0,2303.941467356863,2.158723300585323,12.634312784313725,1617.1920363921568,674.1151181803923
2.4244620170823306e-08,2.321901527611634e-05,4625.0,2303.941467356863,2.158723300585323,12.634312784313725,1617.1920363921568,674.1151181803923
2.5196359293170135e-08,2.4130493577898213e-05,4625.0,2303.941467356863,2.158723300585323,12.634312784313725,1617.1920363921568,674.1151181803923
2.6185459584742326e-08,2.5077752582898575e-05,4625.0,2303.941467356863,2.158723300585323,12.634312784313725,1617.1920363921568,674.1151181803923
2.7213387683753087e-08,2.6062196887058183e-05,4625.0,2303.941467356863,2.158723300585323,12.634312784313725,1617.1920363921568,674.1151181803923
2.828166780230035e-08,2.708528622469073e-05,4625.0,1829.1791510588237,2.7190185968875924,9.476248596078431,1212.9598202980392,606.7430821647058
2.9391883986468843e-08,2.8148537632977253e-05,4625.0,1829.1791510588237,2.7190185968875924,9.476248596078431,1212.9598202980392,606.7430821647058
3.0545682465154316e-08,2.9253527701429546e-05,4625.0,1829.1791510588237,2.7190185968875924,9.476248596078431,1212.9598202980392,606.7430821647058
3.174477409109193e-08,3.0401894909657218e-05,4625.0,1829.1791510588237,2.7190185968875924,9.476248596078431,1212.9598202980392,606.7430821647058
3.2990936877709424e-08,3.159534205690599e-05,4625.0,1829.1791510588237,2.7190185968875924,9.476248596078431,1212.9598202980392,606.7430821647058
3.428601863556583e-08,3.283563878696882e-05,4625.0,1829.1791510588237,2.7190185968875924,9.476248596078431,1212.9598202980392,606.7430821647058
3.563193971228584e-08,3.412462421221451e-05,4625.0,1829.1791510588237,2.7190185968875924,9.476248596078431,1212.9598202980392,606.7430821647058
3.703069584005141e-08,3.546420964062369e-05,4625.0,1829.1791510588237,2.7190185968875924,9.476248596078431,1212.9598202980392,606.7430821647058
3.848436109487433e-08,3.685638140987714e-05,4625.0,1694.435079027451,2.9352391191184877,9.476248596078431,1212.9598202980392,471.9990101333333
3.999509097203661e-08,3.8303203832697766e-05,4625.0,1694.435079027451,2.9352391191184877,9.476248596078431,1212.9598202980392,471.9990101333333
4.1565125582259877e-08,3.980682225781444e-05,4625.0,1694.435079027451,2.9352391191184877,9.476248596078431,1212.9598202980392,471.9990101333333
4.319679297334174e-08,4.1369466251085304e-05,4625.0,1694.435079027451,2.9352391191184877,9.476248596078431,1212.9598202980392,471.9990101333333
4.4892512582186074e-08,4.299345290149896e-05,4625.0,1694.435079027451,2.9352391191184877,9.476248596078431,1212.9598202980392,471.9990101333333
4.665479882234468e-08,4.468119025695462e-05,4625.0,1694.435079027451,2.9352391191184877,9.476248596078431,1212.9598202980392,471.9990101333333
4.848626481239078e-08,4.643518089491659e-05,4625.0,1219.6727627294117,4.077792241287758,6.318184407843137,808.7276042039215,404.626974117647
5.0389626250651505e-08,4.825802563323635e-05,4625.0,1219.6727627294117,4.077792241287758,6.318184407843137,808.7276042039215,404.626974117647
5.2367705442046555e-08,5.015242738664645e-05,4625.0,1219.6727627294117,4.077792241287758,6.318184407843137,808.7276042039215,404.626974117647
5.442343548300272e-08,5.212119517464317e-05,4625.0,1219.6727627294117,4.077792241287758,6.318184407843137,808.7276042039215,404.626974117647
5.655986461065002e-08,5.41672482867014e-05,4625.0,1219.6727627294117,4.077792241287758,6.318184407843137,808.7276042039215,404.626974117647
5.878016072274912e-08,5.6293620610998354e-05,4625.0,1219.6727627294117,4.077792241287758,6.318184407843137,808.7276042039215,404.626974117647
6.10876160750504e-08,5.850346513306333e-05,4625.0,1219.6727627294117,4.077792241287758,6.318184407843137,808.7276042039215,404.626974117647
6.348565216305211e-08,6.080005861102579e-05,4625.0,1219.6727627294117,4.077792241287758,6.318184407843137,808.7276042039215,404.626974117647
6.597782479539534e-08,6.318680643439379e-05,4625.0,1219.6727627294117,4.077792241287758,6.318184407843137,808.7276042039215,404.626974117647
6.856782936641738e-08,6.566724767356583e-05,4625.0,1152.3007267137255,4.316210181479492,6.318184407843137,808.7276042039215,337.2549381019608
7.12595063356841e-08,6.824506032756592e-05,4625.0,1152.3007267137255,4.316210181479492,6.318184407843137,808.7276042039215,337.2549381019608
7.405684692262443e-08,7.092406677778172e-05,4625.0,1152.3007267137255,4.316210181479492,6.318184407843137,808.7276042039215,337.2549381019608
